path,name_line,stmt_line,name,imported_from,area,disposition,is_reexport,reexport_kind,reexport_consumers,star_imported_from,has_noqa,has_pylint_disable,deepsource_would_report,pylint_would_report,rationale,commit
backend/alembic/env.py,21,21,RefreshToken,app.db.models,alembic,KEEP-SUPPRESS,False,,,,False,False,True,True,"Redundant today (app.db.base already registers all tables) but is the backup strand for Alembic autogenerate metadata. Suppress, do not delete.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/alembic/env.py,23,21,Role,app.db.models,alembic,KEEP-SUPPRESS,False,,,,False,False,True,True,"Redundant today (app.db.base already registers all tables) but is the backup strand for Alembic autogenerate metadata. Suppress, do not delete.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/alembic/env.py,24,21,User,app.db.models,alembic,KEEP-SUPPRESS,False,,,,False,False,True,True,"Redundant today (app.db.base already registers all tables) but is the backup strand for Alembic autogenerate metadata. Suppress, do not delete.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/alembic/versions/20260414_0001_backfill_ssh_security_policy.py,11,11,sa,sqlalchemy,alembic,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,62,62,patch_advisories_router,app.api.routes.patch_advisories,app/api/routes,KEEP-REEXPORT,True,explicit,patch_advisories_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,63,63,patch_executions_router,app.api.routes.patch_executions,app/api/routes,KEEP-REEXPORT,True,explicit,patch_executions_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,64,64,patch_policies_router,app.api.routes.patch_policies,app/api/routes,KEEP-REEXPORT,True,explicit,patch_policies_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,65,65,patch_rings_router,app.api.routes.patch_rings,app/api/routes,KEEP-REEXPORT,True,explicit,patch_rings_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,66,66,patch_update_plans_router,app.api.routes.patch_update_plans,app/api/routes,KEEP-REEXPORT,True,explicit,patch_update_plans_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,68,68,reports_router,app.api.routes.reports,app/api/routes,KEEP-REEXPORT,True,explicit,reports_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,78,78,system_patch_advisories_router,app.api.routes.system_patch_advisories,app/api/routes,KEEP-REEXPORT,True,explicit,system_patch_advisories_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,79,79,system_patch_policy_router,app.api.routes.system_patch_policy,app/api/routes,KEEP-REEXPORT,True,explicit,system_patch_policy_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/__init__.py,80,80,system_patch_ring_router,app.api.routes.system_patch_ring,app/api/routes,KEEP-REEXPORT,True,explicit,system_patch_ring_router,,False,False,True,True,Imported by app/api/main.py by name and passed to include_router(); deleting breaks backend import. Fix = add to __all__.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/access_reviews.py,15,15,List,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/activation_tokens.py,23,23,System,app.db.models,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/analytics.py,18,15,Job,app.db.models,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/app_settings.py,3,3,Optional,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/audit.py,7,7,List,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/audit.py,10,10,validator,pydantic,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/audits.py,8,8,List,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/auth.py,7,7,List,typing,app/api/routes,REMOVE-STALE-PRAGMA,False,,,,False,True,True,False,"Carries # pylint: disable=unused-import but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/auth.py,23,23,RoleAssignment,app.api.schemas.auth,app/api/routes,REMOVE-STALE-PRAGMA,False,,,,False,True,True,False,"Carries # pylint: disable=unused-import but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/auth.py,31,31,verify_admin,app.core.auth,app/api/routes,REMOVE-STALE-PRAGMA,False,,,,False,True,True,False,"Carries # pylint: disable=unused-import but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/bulk.py,11,11,Any,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/bulk.py,11,11,Dict,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/bulk.py,15,15,or_,sqlalchemy,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/bulk.py,34,24,SystemAudit,app.db.models,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/command_approvals.py,5,5,threading,threading,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/command_approvals.py,17,17,CommandExecutionService,app.services.command_execution_service,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/command_approvals.py,18,18,create_notification,app.services.notification_service,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/command_whitelist.py,5,5,json,json,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/compliance.py,38,33,ComplianceEvidenceRead,app.api.schemas.compliance,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/connection_settings.py,5,5,HTTPException,fastapi,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/content_profiles.py,30,26,EffectiveProfileBindingRead,app.api.schemas.content_profiles,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/content_profiles.py,43,39,ResolvedMirrorEntryRead,app.api.schemas.content_serve,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/facts.py,33,33,datetime,datetime,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/file_transfer.py,6,6,List,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/fleet_operations.py,17,17,System,app.db.models,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/notification_preferences.py,7,7,HTTPException,fastapi,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/oidc.py,8,8,Any,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/oidc.py,16,16,get_current_user,app.core.auth,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/package_reports.py,19,19,case,sqlalchemy,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/patch_advisories.py,37,32,PatchAdvisoryFixedPackageRead,app.api.schemas.patch_advisories,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/repos.py,9,9,Query,fastapi,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/sessions.py,10,10,List,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/smart_groups.py,4,4,List,typing,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/system_patch_advisories.py,32,28,PatchAdvisoryRead,app.api.schemas.patch_advisories,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/system_patch_policy.py,28,28,PatchPolicyRead,app.api.schemas.patch_policies,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/system_patch_ring.py,28,28,PatchRingRead,app.api.schemas.patch_rings,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/systems.py,8,8,ipaddress,ipaddress,app/api/routes,REMOVE-STALE-PRAGMA,False,,,,False,True,True,False,"Carries # pylint: disable=unused-import but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/systems.py,15,15,func,sqlalchemy,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/vault/vault.py,14,13,VaultConnectionError,app.services.vault_service,app/api/routes,REMOVE-STALE-PRAGMA,False,,,,False,True,True,False,"Carries # pylint: disable=unused-import but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/vault/vault.py,21,17,VaultHealthResponse,app.api.schemas.vault.vault,app/api/routes,REMOVE-STALE-PRAGMA,False,,,,False,True,True,False,"Carries # pylint: disable=unused-import but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/api/routes/views.py,14,14,require_role,app.core.auth,app/api/routes,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/broker/handlers.py,30,30,websockets,websockets,app/broker,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/broker/handlers.py,54,49,Frame,app.broker.protocol,app/broker,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/broker/tls.py,41,41,serialization,cryptography.hazmat.primitives,app/broker,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/__init__.py,3,3,Base,app.db.base,app/db,KEEP-REEXPORT,False,,,,False,False,True,True,Intentional re-export; add __all__ = ['Base'] rather than deleting.,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,19,18,AccessBinding,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,20,18,AccessGrant,app.db.access_models,app/db,REVIEW-REEXPORT,True,explicit+star,AccessGrant,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: AccessGrant,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,21,18,AccessRequest,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,22,18,AuditEvent,app.db.access_models,app/db,REVIEW-REEXPORT,True,explicit+star,AuditEvent,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: AuditEvent,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,23,18,AuditSink,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,24,18,AuditSinkDelivery,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,25,18,FileTransferAudit,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,26,18,FleetRole,app.db.access_models,app/db,REVIEW-REEXPORT,True,explicit+star,FleetRole,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: FleetRole,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,27,18,HostUserState,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,28,18,Recording,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,29,18,Session,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,30,18,TotpChallenge,app.db.access_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,36,35,CommandExecutionMetrics,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,37,35,CommandExecutionPolicy,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,38,35,CommandExecutionQueue,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,39,35,CommandExecutionResult,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,40,35,CommandExecutionSystemPolicy,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,41,35,CommandExecutionUserPolicy,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,42,35,CommandResourceLimit,app.db.command_execution_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,48,47,CompliancePolicy,app.db.compliance_models,app/db,REVIEW-REEXPORT,True,explicit+star,CompliancePolicy,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: CompliancePolicy,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,49,47,CompliancePolicyCheck,app.db.compliance_models,app/db,REVIEW-REEXPORT,True,explicit+star,CompliancePolicyCheck,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: CompliancePolicyCheck,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,50,47,CompliancePolicyEvidence,app.db.compliance_models,app/db,REVIEW-REEXPORT,True,explicit+star,CompliancePolicyEvidence,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: CompliancePolicyEvidence,620b45960fd3521ef1cffcd6d2f582c57eb402c3
